ANTH 2  - INTRO CULT ANTHRO,Units:4.0Grading:Optional,TR,12:30 PM-1:45 PM,Campbell Hall,HOELLE J A,Space Closed,Max 635,00018,Final,M,8:00 AM-8:50 AM,"HSSB, 1207",WADE M L,Space 3,Max 25,00026,M,12:00 PM-12:50 PM,"HSSB, 1210",COBB E E,Space Full,Max 25,00034,M,1:00 PM-1:50 PM,"HSSB, 1214",CASTANEDA GAR,Space Full,Max 25,00042,M,2:00 PM-2:50 PM,"HSSB, 1224",CLEM E M,Space 1,Max 25,00059,T,8:00 AM-8:50 AM,"HSSB, 1210",ADDONIGIO M B,Space Full,Max 25,00067,T,9:00 AM-9:50 AM,"HSSB, 1215",ADDONIGIO M B,Space 1,Max 25,00075,T,10:00 AM-10:50 AM,"HSSB, 1227",NYLEN R W,Space Full,Max 25,00083,T,11:00 AM-11:50 AM,"HSSB, 1227",JHANJI S,Space Full,Max 25,00091,W,8:00 AM-8:50 AM,"HSSB, 1210",JHANJI S,Space 2,Max 25,00109,W,9:00 AM-9:50 AM,"HSSB, 1227",NYLEN R W,Space Full,Max 25,00117,W,10:00 AM-10:50 AM,"HSSB, 1232",VEZARD M A,Space Full,Max 25,00125,W,11:00 AM-11:50 AM,"HSSB, 1214",VEZARD M A,Space Full,Max 25,00133,R,8:00 AM-8:50 AM,"HSSB, 1214",ART K H,Space 2,Max 26,00141,R,9:00 AM-9:50 AM,"HSSB, 1231",ART K H,Space Full,Max 26,00158,R,10:00 AM-10:50 AM,"Girvetz Hall, 2124",BUORO Y,Space Full,Max 26,00166,R,11:00 AM-11:50 AM,"HSSB, 1233",MUCHHALA M,Space 1,Max 26,00174,M,3:30 PM-4:45 PM,"HSSB, 1206",CLEM E M,Space Full,Max 26,00182,M,5:00 PM-5:50 PM,"HSSB, 1210",CASTANEDA GAR,Space Full,Max 26,00190,T,2:00 PM-2:50 PM,"HSSB, 1223",COBB E E,Space Full,Max 26,00208,T,3:30 PM-4:45 PM,"HSSB, 1233",ABAZA G M,Space Full,Max 26,00216,W,4:00 PM-4:50 PM,"HSSB, 1207",LINVILLE D D,Space Full,Max 26,00224,R,5:00 PM-5:50 PM,"HSSB, 1211",MUCHHALA M,Space Full,Max 26,00232,T,5:00 PM-5:50 PM,"Phelps Hall, 2532",ABAZA G M,Space 2,Max 25,71704,W,5:00 PM-5:50 PM,"Girvetz Hall, 1112",LINVILLE D D,Space Full,Max 25,71712,F,2:00 PM-2:50 PM,"Phelps Hall, 2532",BUORO Y,Space 1,Max 25,71720,ANTH 3  - INTRO ARCH,Units:5.0Grading:Optional,MW,9:30 AM-10:45 AM,"Chemistry Building, 1179",MCCLURE S B,Space 4,Max 354,59659,Final,M,8:00 AM-8:50 AM,"HSSB, 1021",MITCHELL S T,Space Full,Max 23,59675,M,3:00 PM-3:50 PM,"HSSB, 1021",FROGGE H L,Space Full,Max 24,59667,M,1:00 PM-1:50 PM,"HSSB, 1021",MITCHELL S T,Space Full,Max 24,59683,M,2:00 PM-2:50 PM,"HSSB, 1021",SMITH E K,Space Full,Max 24,59691,T,8:00 AM-8:50 AM,"HSSB, 1021",DEGNAN B K,Space 2,Max 23,59709,T,11:00 AM-11:50 AM,"HSSB, 1021",FROGGE H L,Space Full,Max 24,59717,T,1:00 PM-1:50 PM,"HSSB, 1021",SMITH E K,Space Full,Max 24,59725,T,3:00 PM-3:50 PM,"HSSB, 1021",DEGNAN B K,Space 1,Max 24,59733,W,2:00 PM-2:50 PM,"HSSB, 1021",KLEIN J V,Space Full,Max 24,59741,W,3:00 PM-3:50 PM,"HSSB, 1021",RARESHIDE E,Space 1,Max 24,59758,W,4:00 PM-4:50 PM,"HSSB, 1021",RARESHIDE E,Space Full,Max 24,59766,R,2:00 PM-2:50 PM,"HSSB, 1021",LOBIONDO M V,Space Full,Max 24,59774,F,4:00 PM-4:50 PM,"HSSB, 1021",HOFFMAN A J,Space 1,Max 24,59782,R,1:00 PM-1:50 PM,"ILP, 4107",KLEIN J V,Space Full,Max 22,63826,F,11:00 AM-11:50 AM,"ILP, 4105",HOFFMAN A J,Space Full,Max 22,63834,ANTH 99  - INDEPENDENT STUDIES,Units:1.0-4.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 35,Max 35,00406,Final,ANTH 100  - BASIC ARCH CONCEPTS,Units:4.0Grading:Optional,TR,9:30 AM-10:45 AM,"HSSB, 1021",KENNETT D J,Space Full,Max 20,60087,Final,ANTH 102  - ACTIVIST ANTH,Units:4.0Grading:Letter Graded,R,3:00 PM-5:50 PM,Embarcadero Hall,SALDIVAR TANA,Space 4,Max 80,59832,Final,"ANTH 116A  - MYTH, RITUAL, SYMB",Units:4.0Grading:Optional,TR,9:30 AM-10:45 AM,"Girvetz Hall, 1119",BANACH M,Space Full,Max 40,00422,Final,ANTH 123MG - SOC SCI DATA ANALYS,Units:4.0Grading:Letter Graded,TR,2:00 PM-3:50 PM,"HSSB, 2001A",THOMPSON GONZ,Space Full,Max 20,60038,Final,ANTH 125  - ANTHRO OF GENDER,Units:4.0Grading:Optional,WF,9:30 AM-10:45 AM,"Arts Building, 1353",PACHECO R,Space 3,Max 40,60129,Final,ANTH 129  - ETHNOGRAPH RES METH,Units:4.0Grading:Letter Graded,Cancel,Cancel,Cancel,Cancel,Space Cancel,Max 30,60020,Final,ANTH 130  - INTL DEV POP HEALTH,Units:4.0Grading:Optional,TR,12:30 PM-1:45 PM,"Girvetz Hall, 1119",KILGALLEN J A,Space 1,Max 48,60061,Final,ANTH 133  - CULT DEVEL MESOAMER,Units:4.0Grading:Optional,MW,9:30 AM-10:45 AM,"HSSB, 1174",VANDERWARKER,Space Full,Max 95,60095,Final,ANTH 150  - HUM GENETICS,Units:4.0Grading:Optional,TR,11:00 AM-12:15 PM,"ILP, 3103",BODDY A M,Space Full,Max 30,60053,Final,ANTH 151T  - EVOLUTIONARY PSYCH,Units:4.0Grading:Optional,WF,11:00 AM-12:15 PM,"HSSB, 2001A",GAULIN S J,Space Full,Max 25,60079,Final,ANTH 178  - INTERN ARCHAEO REC,Units:1.0-4.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,GURVEN M D,Space 5,Max 5,00505,Final,ANTH 183  - INTERN ARCH RES MGT,Units:1.0-4.0Grading:Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,00513,Final,ANTH 190  - CULT ANTH INTERN,Units:1.0-4.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,00521,Final,ANTH 193  - GRADSCHOOL&JOBPREP,Units:4.0Grading:Optional,MW,12:30 PM-1:45 PM,"HSSB, 1174",VANDERWARKER,Space Full,Max 50,00539,Final,ANTH 194  - FLD TRNG ARCH,Units:1.0-8.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,00547,Final,ANTH 194P  - PRACTICUM FIELD/LAB,Units:1.0-4.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,00554,Final,ANTH 195B  - ANTH HNR IND STDY I,Units:4.0Grading:Letter Graded,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,00562,Final,ANTH 195C  - ANTH HNR IND STD II,Units:4.0Grading:Letter Graded,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,00570,Final,ANTH 197ES - SPECIAL COURSES,Units:4.0Grading:Optional,W,3:00 PM-5:50 PM,"HSSB, 2001A",SALDIVAR TANA,Space 8,Max 30,00588,Final,ANTH 198  - INDEP READINGS ANTH,Units:1.0-5.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,00612,Final,ANTH 199  - INDEP STUDIES ANTH,Units:1.0-5.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 30,Max 30,00620,Final,ANTH 199RA - RESEARCH TRAINING,Units:1.0-5.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 50,Max 50,00638,Final
ART 1A  - VISUAL LITERACY,Units:5.0Grading:Optional,MW,12:30 PM-1:45 PM,"HSSB, 1173",TASCHIAN H J,Space Full,Max 50,00794,Final,M,3:00 PM-3:50 PM,"Arts Building, 1344",HIDALGO D A,Space Full,Max 25,00802,T,10:00 AM-10:50 AM,"Arts Building, 1344",HIDALGO D A,Space Full,Max 25,00828,ART 7C  - SPATIAL STUDIES,Units:5.0Grading:Optional,W,2:00 PM-3:15 PM,"Psychology Building, 1902",GARCIA K,Space 7,Max 75,00844,Final,MW,MW,4:00 PM-5:50 PM,4:00 PM-5:50 PM,"Arts Building, 0645","Arts Building, 1345",BELL L L,Space 3,Max 25,00851,TR,TR,9:00 AM-10:50 AM,9:00 AM-10:50 AM,"Arts Building, 0645","Arts Building, 1345",OKERE H N,Space 2,Max 25,00869,TR,TR,1:00 PM-2:50 PM,1:00 PM-2:50 PM,"Arts Building, 0645","Arts Building, 1345",RODELA M V,Space 2,Max 25,00877,"ART 7D  - ART, SCIENCE, TECH",Units:5.0Grading:Optional,R,3:30 PM-4:45 PM,"Broida Hall, 1640",BRADY S R,Space 2,Max 88,00885,Final,MW,MW,12:00 PM-1:50 PM,12:00 PM-1:50 PM,"Arts Building, 1345","Arts Building, 2220",WELCH L S,Space 1,Max 22,00893,MW,MW,9:00 AM-10:50 AM,9:00 AM-10:50 AM,"Arts Building, 1345","Arts Building, 2220",PURUGGANAN L,Space Full,Max 22,00901,MW,MW,2:00 PM-3:50 PM,2:00 PM-3:50 PM,"Arts Building, 1345","Arts Building, 2220",MCCORMICK A T,Space 3,Max 22,00919,TR,TR,11:00 AM-12:50 PM,11:00 AM-12:50 PM,"Arts Building, 1345","Arts Building, 2220",SMITH A N,Space Full,Max 22,00927,ART 10  - INTRO PAINTING,Units:4.0Grading:Optional,MW,12:00 PM-2:50 PM,"Arts Building, 2628",KOTH M K,FARAJIANI N,Space Full,Max 17,00935,Final,ART 18  - L/D DRAWING,Units:4.0Grading:Optional,MW,9:00 AM-11:50 AM,"Arts Building, 2636",BELTZ E A,SCHLOSSBERG R,Space Full,Max 18,00950,Final,ART 100  - INT PAINTING,Units:4.0Grading:Optional,TR,1:00 PM-2:50 PM,"Arts Building, 2422",ARGENT P,Space Full,Max 18,00968,Final,ART CS 101  - DRAWING & PAINTING,Units:1.0-6.0Grading:Pass/No Pass,R,1:00 PM-4:50 PM,"Creative Studies, 120",PITCHER H,Space 1,Max 12,01180,Final,ART 102MM - MOBILE MEDIA,Units:4.0Grading:Letter Graded,TR,9:00 AM-10:50 AM,"Arts Building, 2220",JEVBRATT L V,Space Full,Max 15,56861,Final,ART CS 104  - PRINTS,Units:1.0-6.0Grading:Pass/No Pass,M,2:00 PM-4:20 PM,"Creative Studies, 136",DJOUINI I,Space Full,Max 12,50526,Final,ART 106W  - ARCH VIS TECH,Units:4.0Grading:Optional,TR,2:00 PM-4:20 PM,"ILP, 2209",WHITE J S,Space 2,Max 12,56879,Final,ART CS 107  - HIST THEORY & CRIT,Units:1.0-6.0Grading:Pass/No Pass,F,2:00 PM-4:50 PM,"Creative Studies, 143",ZALEHA S,Space Closed,Max 12,50542,Final,ART 110  - INT PRINT,Units:4.0Grading:Optional,MW,9:00 AM-10:50 AM,"Arts Building, 2235",SAUBESTRE K L,Space Full,Max 15,56887,Final,ART CS 112  - SPECIAL TOPICS,Units:1.0-6.0Grading:Pass/No Pass,M,10:00 AM-12:20 PM,"Creative Studies, 143",DJOUINI I,Space Full,Max 12,01214,Final,ART 117  - INT DRAWING,Units:4.0Grading:Optional,MW,1:00 PM-3:50 PM,"Arts Building, 2636",BELTZ E A,Space Full,Max 18,00992,Final,ART CS 120  - SCULPTURE,Units:1.0-6.0Grading:Pass/No Pass,W,2:00 PM-5:50 PM,"Creative Studies, 136",CLANCY K J,Space Full,Max 12,62919,Final,ART CS 125  - SCULPT-REL STUDIES,Units:1.0-6.0Grading:Pass/No Pass,W,11:00 AM-1:20 PM,"Creative Studies, 136",GARCIA K,Space 3,Max 15,50518,Final,ART 126  - INTRO THEORY,Units:4.0Grading:Optional,TR,1:00 PM-2:15 PM,"Arts Building, 1344",VANDERPOOL J,Space Full,Max 20,56895,Final,ART 132  - DIGITAL VIDEO,Units:4.0Grading:Optional,MW,MW,4:00 PM-5:50 PM,4:00 PM-5:50 PM,"Arts Building, 1237","Arts Building, 2220",SAUBESTRE K L,Space Full,Max 14,01024,Final,ART 133M  - MEMORY: INT EXPLORE,Units:5.0Grading:Optional,WF,2:30 PM-5:30 PM,"Arts Building, 0641",YASUDA K,CARDENAS GASC,Space 5,Max 25,01032,Final,ART 189B  - CAP DESIGN,Units:3.0Grading:Optional,MWF,1:00 PM-1:50 PM,"Broida Hall, 1640",SUSKO T G,Space 1,Max 5,01057,Final,ART 192ES - EXHIBITION STUDIES,Units:1.0-4.0Grading:Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,LUKAS A V,MELGOZA OCEGU,Space 5,Max 5,01065,Final,ART 192IA - INTERNSHIP ART,Units:1.0-4.0Grading:Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,01073,Final,ART 196  - HONORS SEMINAR,Units:4.0Grading:Letter Graded,W,2:00 PM-4:50 PM,"Arts Building, 1344",JEVBRATT L V,Space Full,Max 10,01081,Final,ART 199  - INDEPENDENT STUDIES,Units:1.0-5.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 30,Max 30,01099,Final,ART 199RA - RESEARCH ASSISTANCE,Units:1.0-5.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,01107,Final,ART CS 199  - INDEPENDENT STUDIES,Units:1.0-6.0Grading:Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,PITCHER H,Space Full,Max 5,01248,Final,T.B.A.,T.B.A.,T.B.A.,DJOUINI I,Space Full,Max 2,50559,Final,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,50567,Final,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,50575,Final
ARTHI 6B  - SURVEY II: REN-BAR,Units:4.0Grading:Optional,MW,11:00 AM-12:15 PM,"ILP, 2302",PAUL C,Space 14,Max 245,01396,Final,W,1:00 PM-1:50 PM,"Arts Building, 2324",DERAFSHI A,Space 1,Max 25,01404,W,2:00 PM-2:50 PM,"Arts Building, 2622",PAUL C,Space Full,Max 10,01412,W,2:00 PM-2:50 PM,"Arts Building, 2324",DERAFSHI A,Space 6,Max 25,01420,W,3:00 PM-3:50 PM,"Arts Building, 2324",FEYL G,Space 2,Max 25,01438,W,4:00 PM-4:50 PM,"Arts Building, 2324",FEYL G,Space 3,Max 25,01446,R,10:00 AM-10:50 AM,"Arts Building, 2324",GREGO MARCH C,Space 1,Max 25,01453,R,11:00 AM-11:50 AM,"Arts Building, 2324",GREGO MARCH C,Space 4,Max 25,01461,R,12:00 PM-12:50 PM,"Arts Building, 2324",GAGNON E,Space 5,Max 25,01479,R,1:00 PM-1:50 PM,"Arts Building, 2324",GAGNON E,Space 5,Max 25,01487,R,2:00 PM-2:50 PM,"Arts Building, 2324",MIRZAEI M,Space 1,Max 25,01495,R,3:00 PM-3:50 PM,"Arts Building, 2324",MIRZAEI M,Space 4,Max 25,01503,"ARTHI 6E  - AFR,OCEANIA,N. AMER",Units:4.0Grading:Optional,TR,12:30 PM-1:45 PM,Embarcadero Hall,OGBECHIE S O,Space 10,Max 125,50161,Final,W,9:00 AM-9:50 AM,"Arts Building, 2324",SEGURA N G,Space 3,Max 25,50187,W,10:00 AM-10:50 AM,"Arts Building, 1332",HUANG L,Space 1,Max 25,50195,W,11:00 AM-11:50 AM,"Arts Building, 1332",HUANG L,Space Full,Max 25,50203,W,12:00 PM-12:50 PM,"Arts Building, 2324",SEGURA N G,Space 3,Max 25,50211,W,1:00 PM-1:50 PM,"Arts Building, 1332",SEGURA N G,Space 3,Max 25,63578,ARTHI 6J  - SUR CONTEMP ARCH,Units:4.0Grading:Optional,MW,9:30 AM-10:45 AM,"TD-W, 1701",WHITE J S,Space 5,Max 150,01594,Final,T,12:00 PM-12:50 PM,"Arts Building, 1332",SHANGHAVI N,Space Full,Max 25,01602,T,1:00 PM-1:50 PM,"Arts Building, 1332",SHANGHAVI N,Space 1,Max 25,01610,T,2:00 PM-2:50 PM,"Arts Building, 1332",SALTY I,Space 3,Max 25,01628,T,3:00 PM-3:50 PM,"Arts Building, 1332",SALTY I,Space Full,Max 25,01636,T,4:00 PM-4:50 PM,"Arts Building, 1332",LUCKMANN A G,Space 1,Max 25,50377,T,5:00 PM-5:50 PM,"Arts Building, 1332",LUCKMANN A G,Space Full,Max 25,50385,ARTHI 6K  - ISLAM ART & ARCH,Units:4.0Grading:Optional,TR,3:30 PM-4:45 PM,"Girvetz Hall, 1004",KHOURY N N,Space 4,Max 100,50237,Final,R,9:00 AM-9:50 AM,"Arts Building, 1332",GALSTYAN A,Space 1,Max 25,50245,R,10:00 AM-10:50 AM,"Arts Building, 1332",GALSTYAN A,Space 1,Max 25,50252,R,11:00 AM-11:50 AM,"Arts Building, 1332",CHAUHAN D,Space Full,Max 25,50260,R,12:00 PM-12:50 PM,"Arts Building, 1332",CHAUHAN D,Space 2,Max 25,50278,ARTHI 103D  - INTROCLASSICALARCH,Units:4.0Grading:Optional,TR,12:30 PM-1:45 PM,"Arts Building, 1341",MOSER C H,Space Full,Max 60,50401,Final,ARTHI 105P  - MEDIEVAL ART & ARCH,Units:4.0Grading:Optional,MW,9:30 AM-10:45 AM,"Arts Building, 1341",BADAMO H A,Space 13,Max 60,50484,Final,ARTHI 105Q  - ART AND WAR,Units:4.0Grading:Optional,MW,12:30 PM-1:45 PM,"Arts Building, 1341",BADAMO H A,Space 3,Max 60,50583,Final,ARTHI 107B  - 16C NETH PAINTING,Units:4.0Grading:Optional,MW,11:00 AM-12:15 PM,"Arts Building, 1341",MEADOW M A,Space 3,Max 60,50591,Final,ARTHI 132A  - MEDITERANEAN CITY,Units:4.0Grading:Optional,TR,9:30 AM-10:45 AM,"Arts Building, 1341",KHOURY N N,Space 7,Max 60,50765,Final,ARTHI 136B  - 20TH C ARCHITECTURE,Units:4.0Grading:Optional,TR,2:00 PM-3:15 PM,"Arts Building, 1341",CHATTOPADHYAY,Space 1,Max 60,62182,Final,ARTHI 136W  - ARCH VIS TECH,Units:4.0Grading:Optional,TR,2:00 PM-4:20 PM,"ILP, 2209",WHITE J S,Space Full,Max 12,01677,Final,ARTHI 141G  - MUSEUM ARCHITECTURE,Units:4.0Grading:Optional,MW,2:00 PM-3:15 PM,"Arts Building, 1341",WELTER V W,Space 1,Max 60,01693,Final,ARTHI 142C  - PARIS ROME 19TH C,Units:4.0Grading:Optional,TR,11:00 AM-12:15 PM,"Arts Building, 1341",WITTMAN R K,Space 4,Max 60,50781,Final,ARTHI 186SR - SEM IN ARCH HIST,Units:4.0Grading:Letter Graded,T,3:00 PM-5:50 PM,"Arts Building, 1245",WITTMAN R K,Space Full,Max 15,50799,Final,ARTHI 186SV - SEM IN MODERN ARCH,Units:4.0Grading:Letter Graded,M,10:00 AM-12:50 PM,"Arts Building, 1245",WELTER V W,Space Full,Max 10,50807,Final,ARTHI 192A  - UNIV ART MUS INTERN,Units:1.0-5.0Grading:Optional,W,3:30 PM-4:45 PM,"Arts Building, 1332",RITTER G,Space Full,Max 10,01768,Final,ARTHI 192B  - ADC INTERNSHIP,Units:1.0-5.0Grading:Optional,W,3:30 PM-4:45 PM,"Arts Building, 1332",RITTER G,Space 9,Max 10,01784,Final,ARTHI 192C  - VIS TECH INTERNSHIP,Units:1.0-5.0Grading:Pass/No Pass,W,3:30 PM-4:15 PM,"Arts Building, 1245",MONAHAN L,Space 10,Max 10,55863,Final,ARTHI 192D  - UCSB INTERNSHIP,Units:1.0-5.0Grading:Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,PAUL C,Space 10,Max 10,01800,Final,ARTHI 192E  - OFF CAMPUS INTERN,Units:1.0-5.0Grading:Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,PAUL C,Space 10,Max 10,01818,Final,ARTHI 199  - INDEPENDENT STUDIES,Units:1.0-5.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 30,Max 30,01826,Final,ARTHI 199RA - RESEARCH ASSISTANT,Units:1.0-5.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,01834,Final
""
AS AM 1  - INTRO AS AM HISTORY,Units:4.0Grading:Optional,TR,11:00 AM-12:15 PM,"Girvetz Hall, 1004",PARK L S,Space Closed,Max 206,60418,Final,R,1:00 PM-1:50 PM,"HSSB, 4201",HAIDER J E,Space Full,Max 23,60426,R,2:00 PM-2:50 PM,"HSSB, 3202",HAIDER J E,Space 1,Max 23,60434,R,3:00 PM-3:50 PM,"HSSB, 3202",HAIDER J E,Space 6,Max 23,60442,F,9:00 AM-9:50 AM,"HSSB, 4201",ZHOU R,Space Full,Max 23,60459,F,10:00 AM-10:50 AM,"HSSB, 4201",ZHOU R,Space 2,Max 23,60467,F,11:00 AM-11:50 AM,"HSSB, 3202",ZHOU R,Space 2,Max 23,60475,F,12:00 PM-12:50 PM,"HSSB, 4202",LAU Q,Space 2,Max 23,60483,F,1:00 PM-1:50 PM,"Girvetz Hall, 2116",LAU Q,Space Full,Max 23,60491,F,2:00 PM-2:50 PM,"Girvetz Hall, 2116",LAU Q,Space 1,Max 22,60509,AS AM 5  - INTRO ASIAN AM LIT,Units:4.0Grading:Optional,MW,5:00 PM-6:15 PM,"Girvetz Hall, 1004",NINH E K,Space Closed,Max 206,01933,Final,R,9:00 AM-9:50 AM,"Girvetz Hall, 2108",CHIN C A,Space Full,Max 23,01941,R,10:00 AM-10:50 AM,"HSSB, 3201",CHIN C A,Space 1,Max 23,01958,R,11:00 AM-11:50 AM,"HSSB, 3201",CHIN C A,Space 1,Max 23,01966,R,2:00 PM-2:50 PM,"HSSB, 3201",Space Full,Max 23,01974,R,3:00 PM-3:50 PM,"HSSB, 3201",Space Full,Max 23,01982,R,4:00 PM-4:50 PM,"HSSB, 3202",Space Full,Max 23,01990,F,12:00 PM-12:50 PM,"HSSB, 3202",HAILATI M,Space Full,Max 23,02006,F,1:00 PM-1:50 PM,"HSSB, 3202",HAILATI M,Space 1,Max 23,02014,F,2:00 PM-2:50 PM,"HSSB, 3201",HAILATI M,Space Full,Max 22,02022,AS AM 9  - RACE & RESISTANCE,Units:4.0Grading:Optional,TR,2:00 PM-3:15 PM,"Girvetz Hall, 1004",FUJINO D C,Space Closed,Max 206,02030,Final,R,4:00 PM-4:50 PM,"HSSB, 3201",CHEN V S,Space 1,Max 23,02048,R,5:00 PM-5:50 PM,"HSSB, 3201",CHEN V S,Space 1,Max 23,02055,R,6:00 PM-6:50 PM,"HSSB, 3201",CHEN V S,Space 4,Max 23,02063,F,10:00 AM-10:50 AM,"HSSB, 3201",SIBLEY C M,Space 1,Max 23,02071,F,11:00 AM-11:50 AM,"HSSB, 3201",SIBLEY C M,Space Full,Max 23,02089,F,12:00 PM-12:50 PM,"HSSB, 3201",SIBLEY C M,Space 1,Max 23,02097,F,1:00 PM-1:50 PM,"HSSB, 3201",AHMED J,Space Full,Max 23,02105,F,2:00 PM-2:50 PM,"Girvetz Hall, 2108",AHMED J,Space 1,Max 23,02113,F,3:00 PM-3:50 PM,"Girvetz Hall, 2108",AHMED J,Space 1,Max 22,02121,AS AM 100CC - FILIPINO AMERICANS,Units:4.0Grading:Optional,MW,8:00 AM-9:15 AM,"Girvetz Hall, 1112",ZULUETA B C,Space Closed,Max 45,02139,Final,AS AM 100HH - SOUTHEAST ASIAN,Units:4.0Grading:Optional,MW,12:30 PM-1:45 PM,"Girvetz Hall, 1112",ZULUETA B C,Space Closed,Max 45,02147,Final,AS AM 122  - ASIAN AMER FICTION,Units:4.0Grading:Optional,MW,2:00 PM-3:15 PM,"Girvetz Hall, 1115",NINH E K,Space Closed,Max 45,60517,Final,AS AM 128  - AS AM WOMEN WRITING,Units:4.0Grading:Optional,MW,9:30 AM-10:45 AM,"North Hall, 1109",DESAI J,Space 1,Max 45,60525,Final,AS AM 130  - COLONIALISM,Units:4.0Grading:Optional,TR,9:30 AM-10:45 AM,"Girvetz Hall, 1112",PARK J S W,Space 2,Max 45,60541,Final,AS AM 141  - AS AM CREATIVE WRTG,Units:4.0Grading:Optional,MW,9:30 AM-10:45 AM,"HSSB, 5024",PANDYA S P,Space Closed,Max 25,02188,Final,AS AM 154  - RACE/LAW IN US HIST,Units:4.0Grading:Optional,TR,12:30 PM-1:45 PM,"Girvetz Hall, 1112",PARK J S W,Space 6,Max 45,60566,Final,AS AM 158  - AS AM AESTHETICS,Units:4.0Grading:Optional,MW,11:00 AM-12:15 PM,"Girvetz Hall, 1112",PANDYA S P,Space Closed,Max 45,02204,Final,AS AM 165  - ETHNO RESEARCH METH,Units:4.0Grading:Optional,TR,3:30 PM-4:45 PM,"North Hall, 1109",RUBIO E H,Space Closed,Max 45,60533,Final,AS AM 194B  - ETHNC ST TEACH ED,Units:2.0Grading:Pass/No Pass,W,5:00 PM-6:15 PM,"HSSB, 5024",ZARATE A D,Space Full,Max 10,61077,Final,AS AM 197  - FIELD STUDIES,Units:1.0-4.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,02246,Final,AS AM 199  - INDEPENDENT STUDIES,Units:1.0-4.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,02253,Final,AS AM 199RA - INDEP RESEARCH ASST,Units:1.0-4.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,02261,Final
ASTRO 1  - BASIC ASTRONOMY,Units:4.0Grading:Optional,MW,2:00 PM-3:15 PM,"Broida Hall, 1610",GELLER R M,Space 41,Max 286,02295,Final,F,4:00 PM-4:50 PM,"Girvetz Hall, 1112",AN Q,Space 11,Max 48,02303,R,4:00 PM-4:50 PM,"South Hall, 1430",AN Q,Space 3,Max 48,02311,F,10:00 AM-10:50 AM,"Girvetz Hall, 1115",AN Q,Space 5,Max 48,02329,F,11:00 AM-11:50 AM,"Girvetz Hall, 1112",AN Q,Space 14,Max 48,02337,F,12:00 PM-12:50 PM,"Girvetz Hall, 1112",ZIVKOV N A,Space 5,Max 48,02345,F,1:00 PM-1:50 PM,"Girvetz Hall, 1112",ZIVKOV N A,Space 5,Max 48,02352,ASTRO 1H  - HONORS- BASIC ASTRO,Units:1.0Grading:Optional,W,3:30 PM-4:45 PM,"Girvetz Hall, 2119",Space Closed,Max 0,02360,Final
BIOE 120B  - CELLULAR BIOENGR,Units:3.0Grading:Letter Graded,TR,9:30 AM-10:45 AM,"ILP, 3105",STOWERS R S,Space 1,Max 10,02378,Final
BIOL CS 20  - CCS INTRO BIO II,Units:1.0-6.0Grading:Pass/No Pass,MW,2:00 PM-3:15 PM,"Creative Studies, 143",TYLER C M,LATTO J G,Space 5,Max 20,02469,Final,BIOL CS 101  - MODEL & EXPERIMENTS,Units:1.0-6.0Grading:Pass/No Pass,W,3:30 PM-4:45 PM,"Creative Studies, 143",TYLER C M,LATTO J G,Space 3,Max 20,02477,Final,MW,11:00 AM-12:15 PM,"Girvetz Hall, 1106",TYLER C M,Space 2,Max 15,50724,Final,BIOL CS 199  - INDEPENDENT STUDIES,Units:1.0-6.0Grading:Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,KURIS A M,Space Full,Max 2,02485,Final,T.B.A.,T.B.A.,T.B.A.,KURIS A M,Space Full,Max 1,02493,Final,T.B.A.,T.B.A.,T.B.A.,TYLER C M,Space Full,Max 1,02501,Final,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,02519,Final
BMSE 199  - INDEPENDENT STUDIES,Units:1.0-5.0Grading:Optional,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,02972,Final
