EARTH 160  - SEMINAR IN GEOLOGY,1.0,Pass/No Pass,R,2:00 PM-3:15 PM,"Webb Hall, 1100",WELDEAB S,Space Full,Max 15,11536
EARTH 160W  - SCI WRIT FOR EARTH,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"PSB-S, 2725",RIOUX M E,Space 17,Max 30,58776
EARTH 173  - GROUNDWATER,5.0,Optional,TR,9:30 AM-10:45 AM,"Ellison Hall, 3621",LOAICIGA H,Space 3,Max 24,11544
EARTH 175  - INTRO TO MATLAB,4.0,Optional,MW,11:00 AM-12:15 PM,"Webb Hall, 1025",JI C,Space 2,Max 20,58842
EARTH 187  - TEACHING PRACTICUM,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 15,Max 15,11593
EARTH 189  - SEMINAR IN PALEOBIO,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,11601
EARTH 190  - ADV PALEOBIOLOGY,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,11619
EARTH 192  - INTERNSHIP GEOL SCI,1.0-4.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,11627
EARTH 194GC - GEOSCIENCE CAREERS,1.0-5.0,Optional,TR,6:30 PM-7:45 PM,"Webb Hall, 1025",DE JONG M T,Space 6,Max 20,11650
EARTH 194RS - RESEARCH SKILLS,4.0,Optional,MW,2:00 PM-3:15 PM,"PSB-S, 2712",RAVEN M R,Space 10,Max 20,63602
EARTH 195H  - HONORS FIELD STUDY,1.0-8.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,11668
EARTH 196HA - SR HONORS THESIS,4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,11676
EARTH 196HB - SR HONORS THESIS,4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 15,Max 15,11684
EARTH 196HC - SR HONORS THESIS,4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,11692
EARTH 198  - READINGS IN GEOL SC,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 15,Max 15,11700
EARTH 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 15,Max 15,11718
EARTH 199RA - IND. RESEARCH ASST.,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,11726
EACS 3  - ASIAN RELIG TRADS,4.0,Optional,TR,2:00 PM-3:15 PM,"Buchanan Hall, 1940",HILLIS G A,Space 3,Max 60,52431
EACS 4A  - EAST ASIAN PRE-MOD,4.0,Optional,TR,2:00 PM-3:15 PM,"Buchanan Hall, 1910",FLEMING W,MAZANEC T J,Space 5,Max 300
EACS 5  - INTRO TO BUDDHISM,4.0,Optional,TR,11:00 AM-12:15 PM,"IV Theatre, THEA2",WALLACE V A,Space Full,Max 60,52449
EACS 99RA - INDEP RESEARCH ASST,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,10629
EACS 147T  - INTRO TO DAOISM,4.0,Optional,MW,11:00 AM-12:15 PM,"Girvetz Hall, 1115",STEAVU-BALINT,Space 1,Max 20,52480
EACS 179  - BUDDHIST VISUAL CUL,4.0,Optional,MW,12:30 PM-1:45 PM,"Girvetz Hall, 2129",JOHNSON M J,Space Full,Max 15,52506
EACS 199  - INDEPENDENT STUDY,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,10660
EEMB 2  - INTRO BIOLOGY II-EE,3.0,Letter Graded,TR,TR,11:00 AM-12:15 PM,11:00 AM-12:15 PM,"Buchanan Hall, 1910",Campbell Hall,EVEN T J
EEMB 2Z  - SELECT TOPICS 2,1.0,Pass/No Pass,TR,11:00 AM-12:15 PM,T.B.A.,T.B.A.,EVEN T J,LATTO J G,NGUYEN A T
EEMB 7  - EVOL PHYS BRAIN SCI,3.0,Letter Graded,TR,8:00 AM-9:15 AM,"Chemistry Building, 1179",MARSH J,Space 39,Max 354,16782
EEMB 84  - INTERNSHIP BIOLOGY,1.0-5.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,16790
EEMB 90A  - INTRO ECOL SCIENCE,2.0,Pass/No Pass,T,2:00 PM-3:15 PM,"HSSB, 3201",HOFMANN G E,Space 7,Max 24,53140
EEMB 92  - SPECIAL TOPICS,1.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,MCCAULEY D J,YOUNG H S,KERRIGAN A N
EEMB 96  - COLLECTION CURATION,1.0,Pass/No Pass,W,9:00 AM-11:50 AM,"Harder Stadium, 1035",SELTMANN K,Space Full,Max 6,16816
EEMB 98  - READINGS IN BIO SCI,1.0-3.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,16824
EEMB 99  - INTRO TO RESEARCH,1.0-3.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,16832
EEMB 111  - PARASITOLOGY,5.0,Letter Graded,MWF,10:00 AM-10:50 AM,"ILP, 1101",KURIS A M,ZILZ Z L,Space Full,Max 36
EEMB 111H  - PARASITOLOGY-HONORS,1.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,KURIS A M,Space 2,Max 5
EEMB 113L  - LAB VERTEBRATE BIOL,2.0,Letter Graded,M,8:00 AM-10:50 AM,"Harder Stadium, 1013",MCCAULEY D J,YOUNG H S,HARRIS-GAVIN,BUI A T
EEMB 127  - PLANT BIO DIVERSITY,4.0,Letter Graded,TR,11:00 AM-12:15 PM,"LSB, 1001",FITCH R L,Space Full,Max 159,16915
EEMB 129  - INTRO GENETICS,4.0,Letter Graded,MWF,4:00 PM-4:50 PM,"TD-W, 1701",SEPPALA S,Space 10,Max 144,17004
EEMB 131  - PRIN OF EVOLUTION,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"Harold Frank Hall, 1104",TURNER T L,Space Full,Max 173,17095
EEMB 140  - GEN PLANT ECOLOGY,4.0,Letter Graded,MW,11:00 AM-12:15 PM,"BIOEN, 1001",BOVING I,Space 2,Max 80,17244
EEMB 142B  - PROCESSES IN OCEANS,4.0,Letter Graded,MWF,9:00 AM-9:50 AM,"Phelps Hall, 1260",CARLSON C A,MACINTYRE S,Space Full,Max 78
EEMB 142BL - C & P METH AQUA ENV,4.0,Letter Graded,TR,1:00 PM-4:50 PM,"MLAB, 1010",MACINTYRE S,Space Full,Max 11,53256
EEMB 146  - BIOMETRY,4.0,Letter Graded,TR,8:00 AM-9:15 AM,"BIOEN, 1001",RING K A,Space 2,Max 96,17368
EEMB 147  - CORAL REEFS,4.0,Letter Graded,TR,12:30 PM-1:45 PM,"Buchanan Hall, 1920",BURKEPILE D E,Space Full,Max 144,17418
EEMB 150A  - MICROB DIVERSITY I,4.0,Letter Graded,TR,11:00 AM-12:15 PM,"ILP, 2209",SANTORO A E,Space Full,Max 32,17509
EEMB 157B  - ANIMAL PHYSIOLOGY,4.0,Letter Graded,MWF,9:00 AM-9:50 AM,"LSB, 1001",THOMASSON K M,Space 3,Max 80,17566
EEMB 163  - DEEP-SEA BIOLOGY,3.0,Letter Graded,TR,8:00 AM-9:15 AM,"Broida Hall, 1640",CHILDRESS J J,Space 3,Max 80,17616
EEMB 174  - ADV. BIOSTATISTICS,4.0,Letter Graded,MW,9:30 AM-10:45 AM,"Phelps Hall, 1508",PROULX S R,Space 9,Max 16,17731
EEMB 179  - ECOLOGICAL MODELS,4.0,Letter Graded,WF,11:00 AM-12:15 PM,"North Hall, 1109",MOELLER H V,Space Full,Max 44,53272
EEMB 179H  - ECOL MODELS HONORS,1.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,MOELLER H V,Space 8,Max 10
EEMB 183  - TEACHING ASSISTANCE,1.0-5.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,17764
EEMB 184  - INTERNSHIP BIOL SCI,1.0-12.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,17772
EEMB 185  - OCEANOGRAPHY FLD WK,1.0-8.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,CARLSON C A,Space 19,Max 20
EEMB 188RE - CONSERV RESTOR SEM,1.0,Optional,M,6:00 PM-6:50 PM,"Harder Stadium, 1013",STRATTON E C,Space 1,Max 20,17798
EEMB 190  - EEMB COLLOQUIUM,1.0,Pass/No Pass,M,4:00 PM-4:50 PM,"Phelps Hall, 1445",YOUNG H S,MCCAULEY D J,KERRIGAN A N,Space Full
EEMB 194D  - PLANT ECOLOGY,2.0,Optional,T,6:30 PM-8:30 PM,"Noble Hall, 1231",SCHIMEL J P,D'ANTONIO C M,Space 3,Max 10
EEMB 194EV - EVOLUTIONARY BIOL,2.0,Optional,R,3:00 PM-4:50 PM,"LSB, 4307",TURNER T L,OAKLEY T H,Space 9,Max 10
EEMB 194R  - CODING ECO AND EVO,2.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,LOVE-ANDEREGG,Space Full,Max 10
EEMB 194T  - PARASITOLOGY,2.0,Optional,M,2:30 PM-3:30 PM,"MLAB, 3103",KURIS A M,Space 1,Max 10,17905
EEMB 197  - DIRECTED STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,17921
EEMB 198  - DIRECTED READINGS,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,17939
EEMB 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,17947
ECON 1  - PRINCIPL ECON MICRO,4.0,Optional,MWF,10:00 AM-10:50 AM,Campbell Hall,TAZHITDINOVA,PALEO C S,Space 12,Max 780
ECON 2  - PRIN ECON-MACRO,4.0,Optional,MWF,9:00 AM-9:50 AM,"ILP, 1203",HARTMAN J L,FUERTES SEGUR,OTALVARO RAMI,Space Closed
ECON 3A  - FINANCIAL ACCTG,4.0,Optional,TR,9:30 AM-10:45 AM,"LSB, 1001",ANDERSON R W,Space 9,Max 159,13771
ECON 3AH - FIN ACCTG - HONORS,1.0,Pass/No Pass,T,11:00 AM-11:50 AM,"ILP, 3105",ANDERSON R W,Space 14,Max 20,13839
ECON 3B  - FINANCIAL ACCTG,4.0,Optional,MW,5:00 PM-6:15 PM,"TD-W, 1701",FULKERSON S D,Space 50,Max 150,13847
ECON 3BH - FIN ACCTG - HONORS,1.0,Pass/No Pass,W,1:00 PM-1:50 PM,"North Hall, 1122A",FULKERSON S D,Space Full,Max 0,13904
ECON 5  - STAT ECON,5.0,Optional,R,T,8:00 AM-8:50 AM,1:00 PM-1:50 PM,Campbell Hall,"ILP, 2207",TSAO S
ECON 9  - INTRO TO ECONOMICS,4.0,Optional,Cancel,Cancel,Cancel,Cancel,Space Cancel,Max 90,14035
ECON 10A  - MICROECON THEORY,5.0,Optional,T,MWF,8:00 AM-8:50 AM,1:00 PM-1:50 PM,Campbell Hall,Campbell Hall,MILLNER A M
ECON 93  - ECON INTERNSHIP,1.0-5.0,Pass/No Pass,TR,3:30 PM-4:45 PM,"North Hall, 2212",BEDARD K L,HARTMAN J L,Space Full,Max 0
ECON 96  - HONORS SEMINAR,2.0,Letter Graded,W,2:00 PM-3:15 PM,"North Hall, 2111",ROYER H N,Space 1,Max 20,14340
ECON 100B  - MICROECON THEORY,4.0,Letter Graded,TR,3:30 PM-4:45 PM,"IV Theatre, THEA1",QIN C Z,JOERGENSEN E,Space 6,Max 450
ECON 101  - MACROECON THEORY,4.0,Letter Graded,MW,12:30 PM-1:45 PM,"IV Theatre, THEA1",BIRCHENALL J,KANG R,Space 2,Max 385
ECON 107A  - HISTORY OF ECON,4.0,Letter Graded,TR,8:00 AM-9:15 AM,"Psychology Building, 1924",EBENSTEIN A O,Space 1,Max 120,14704
ECON 114A  - ECONOMIC DEVELOP,4.0,Letter Graded,Cancel,Cancel,Cancel,Cancel,Space Cancel,Max 80,14712
ECON 116A  - INDUST ORG PRIN,4.0,Letter Graded,TR,3:30 PM-4:45 PM,"BIOEN, 1001",FRECH H E,Space 3,Max 50,14720
ECON 117A  - LAW & ECONOMICS I,4.0,Letter Graded,TR,12:30 PM-1:45 PM,"ILP, 3103",FRECH H E,Space Full,Max 30,53785
ECON 118  - FIN ACCTG ANALYSIS,4.0,Letter Graded,MW,3:30 PM-4:45 PM,"Buchanan Hall, 1930",FULKERSON S D,Space Full,Max 60,14738
ECON 118H  - ACCTG ANAL HONORS,1.0,Pass/No Pass,R,5:00 PM-5:50 PM,"North Hall, 2212",KULPER D E,Space 14,Max 20,14753
ECON 132A  - AUDITING,4.0,Letter Graded,TR,8:00 AM-9:15 AM,"North Hall, 1110",ANDERSON R W,Space 10,Max 70,14787
ECON 132AH - AUDITING - HONORS,1.0,Pass/No Pass,R,11:00 AM-11:50 AM,"HSSB, 1227",ANDERSON R W,Space 16,Max 20,14795
ECON 134A  - FIN MANAGEMENT,4.0,Letter Graded,TR,5:00 PM-6:15 PM,"Broida Hall, 1640",ZHANG J,Space Full,Max 78,53793
ECON 134C  - BEHAVIORAL FIN,4.0,Letter Graded,TR,5:00 PM-6:15 PM,"Webb Hall, 1100",EYSTER E,VORA N R,Space 9,Max 80
ECON 136A  - INTERMED ACCOUNTING,5.0,Letter Graded,M,4:00 PM-6:50 PM,"North Hall, 1110",KIM JAMES,Space 6,Max 70,14811
ECON 136B  - INTERMED ACCOUNTING,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"North Hall, 1110",HULME J L,Space 5,Max 65,14902
ECON 136C  - INTERMED ACCOUNTING,4.0,Letter Graded,TR,11:00 AM-12:15 PM,"North Hall, 1110",HULME J L,Space 9,Max 60,14928
ECON 137A  - MANAGERIAL ACCTG,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"HSSB, 1173",GROVER S R,Space 1,Max 75,14944
ECON 138A  - INCOME TAXATION,4.0,Letter Graded,TR,2:00 PM-3:15 PM,"North Hall, 1110",RICHTER B,Space Full,Max 70,71357
ECON 139  - ADVANCED ACCOUNTING,4.0,Letter Graded,MW,2:00 PM-3:15 PM,"Buchanan Hall, 1940",HARMON C J,Space 3,Max 90,15040
ECON 140A  - INTRO ECONOMETRICS,4.0,Letter Graded,TR,2:00 PM-3:15 PM,"ILP, 1302",SILVER D,SWEEN S D,Space 45,Max 250
ECON 140B  - INTRO ECONOMETRICS,4.0,Letter Graded,MW,9:30 AM-10:45 AM,"Arts Building, 1349",DESCHENES O,Space 7,Max 50,15057
ECON 150A  - LABOR ECONOMICS,4.0,Letter Graded,TR,2:00 PM-3:15 PM,"ILP, 2302",RUPERT P,Space 29,Max 250,53819
ECON 152  - PERSONNEL ECONOMICS,4.0,Letter Graded,TR,12:30 PM-1:45 PM,"Harold Frank Hall, 1104",KUHN P J,Space Full,Max 180,53827
ECON 170  - HEALTH ECONOMICS,4.0,Letter Graded,TR,11:00 AM-12:15 PM,"Buchanan Hall, 1940",SILVER D,YANG G Z,Space Full,Max 120
ECON 174  - NEGOTIATIONS,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"Phelps Hall, 1160",CHARNESS G B,Space 3,Max 60,15099
ECON 176  - EXPERIMENTAL ECON,4.0,Letter Graded,TR,11:00 AM-12:15 PM,"Phelps Hall, 1160",CHARNESS G B,Space 4,Max 70,15107
ECON 181  - INTRNTNL FINANCE,4.0,Letter Graded,MW,5:00 PM-6:15 PM,"Broida Hall, 1640",LOWELL J F,GAO Y,Space Full,Max 80
ECON 183  - ENTR INSIGHTS,4.0,Letter Graded,MW,2:00 PM-3:15 PM,"Girvetz Hall, 2115",MARTIN D,Space Closed,Max 25,53843
ECON 185  - ACCTNG INFO SYSTEMS,4.0,Letter Graded,MW,2:00 PM-3:15 PM,"North Hall, 1110",FULKERSON S D,Space 5,Max 70,62265
ECON 189  - LAW AND ETHICS,4.0,Letter Graded,TR,2:00 PM-3:15 PM,"HSSB, 1174",KULPER D E,Space 4,Max 80,15123
ECON 189H  - LAW & ETHICS HONORS,1.0,Pass/No Pass,R,5:00 PM-5:50 PM,"North Hall, 2212",KULPER D E,Space 10,Max 20,15131
ECON 191D  - SPECIAL TOPICS,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"Girvetz Hall, 2120",DIZON-ROSS R,Space Closed,Max 25,15149
ECON 193  - ECON INTERNSHIP,1.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,ESPONDA I,Space 15,Max 20
ECON 194DG - DIG,1.0-4.0,Letter Graded,TR,12:30 PM-1:45 PM,"HSSB, 2202",GROVER S R,Space 2,Max 15,15164
ECON 196B  - SEN HONORS SEM,4.0,Letter Graded,F,2:00 PM-3:15 PM,"North Hall, 2111",BENZARTI Y C,Space 5,Max 15,15172
ECON 199  - INDEPENDENT STUDIES,1.0-5.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 20,Max 20,15180
ECON 199RA - INDEP RESEARCH ASST,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 20,Max 20,15198
ED 99  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 20,Max 20,15503
ED 111  - INTR CHILD/ADOL DEV,4.0,Optional,W,11:00 AM-12:50 PM,"Education Building, 1215",ROMO L F,Space 5,Max 60,15511
ED 121  - INTO K-12 TEACH,4.0,Optional,T,12:00 PM-1:50 PM,"Education Building, 1217",BLACKWELL K S,Space Closed,Max 25,15636
ED 122  - PRE-PROFESSIONAL,2.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,BLACKWELL K S,Space Closed,Max 50
"ED 123  - CULTURE, DEV, EDUC",4.0,Letter Graded,M,2:00 PM-3:50 PM,"Education Building, 1213",DUQUE J D,Space 3,Max 60,15651
ED 124  - PRAC CMNTY BSD LRNG,4.0,Letter Graded,W,9:00 AM-10:50 AM,"Education Building, 1215",RIOS R M,Space 6,Max 60,15693
ED 125  - SCHOOLNG IN THE US,4.0,Optional,TR,2:00 PM-3:15 PM,"ILP, 2211",DUQUE J D,Space 5,Max 80,61127
ED 126  - SOCL CONNCTN IN ED,4.0,Optional,T,1:00 PM-2:50 PM,"Education Building, 1213",PUENTE M,Space Full,Max 60,61176
ED 129  - CAT1-SCIENCE,4.0,Letter Graded,MF,3:00 PM-4:50 PM,"Education Building, 4205",FELDWINN D L,Space 21,Max 30,15701
ED 130  - CAT2-MATH,4.0,Letter Graded,M,1:00 PM-3:50 PM,"Education Building, 4219",ROSS E G,Space 4,Max 20,15719
ED 134  - ADV PROB SOLVE MATH,4.0,Optional,MW,9:00 AM-10:50 AM,"Education Building, 4219",OGRAIN C M,Space 10,Max 25,15727
ED 150  - TEACHING TEACHERS,4.0,Optional,W,1:00 PM-3:20 PM,"Education Building, 1213",LOHWASSER K,Space 1,Max 60,15776
ED 173  - INTR LEADERSHIP DEV,4.0,Optional,M,12:30 PM-1:45 PM,"Education Building, 1213",ARMISTEAD K J,Space Full,Max 60,15826
ED 176B  - PRACT INDIV DIFFER,4.0,Optional,T,10:00 AM-11:50 AM,"Education Building, 1215",WANG M,Space 6,Max 40,15859
ED 191W  - HEALTH/WELL-BEING,4.0,Optional,T,2:00 PM-3:15 PM,"Webb Hall, 1100",SHISHIM M D,Space 3,Max 92,15867
ED 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 20,Max 20,15917
ED 199RA - INDEP RESEARCH ASST,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 20,Max 20,15925
ECE 1A  - COMP ENGR SEMINAR,1.0,Pass/No Pass,M,2:00 PM-2:50 PM,"North Hall, 1006",THEOGARAJAN L,Space 19,Max 120,11940
ECE 3  - INTRO TO EE,4.0,Letter Graded,Cancel,Cancel,Cancel,Cancel,Space Cancel,Max 50,52381
ECE 5  - INTRO TO ECE,4.0,Letter Graded,MW,3:30 PM-4:45 PM,"Psychology Building, 1924",BREWER F,Space 5,Max 100,11957
ECE 10A  - FOUNDTN CIRC & SYS,3.0,Letter Graded,TR,5:00 PM-6:15 PM,"Phelps Hall, 1440",SALEM L G,Space 14,Max 35,12005
ECE 10AL - FOUNDTN CIRC LAB,2.0,Letter Graded,F,9:00 AM-11:50 AM,"Harold Frank Hall, 5162C",SALEM L G,REZAEI F,Space 4,Max 25
ECE 10B  - FOUNDTN CIRC & SYS,3.0,Letter Graded,TR,5:00 PM-6:15 PM,"Harold Frank Hall, 1104",SCHOW C L,Space 16,Max 160,12021
ECE 10BL - FOUNDTN CIRC LAB,2.0,Letter Graded,W,12:00 PM-3:50 PM,"Harold Frank Hall, 5162C",SCHOW C L,ESPINOSA GONZ,Space Full,Max 20
ECE 15A  - FUND OF LOGIC DES,4.0,Letter Graded,MW,5:00 PM-6:15 PM,"ILP, 2101",ZHANG Z,Space 76,Max 160,12112
ECE 92  - PROJ ELECT COMP ENG,4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,12203
ECE 96  - UNDERGRAD RESEARCH,2.0-4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,12211
ECE 120A  - INTEGRATED CIRCUITS,4.0,Letter Graded,MW,9:30 AM-10:45 AM,"Girvetz Hall, 2128",LOPATIN S D,Space Closed,Max 40,12229
ECE 130A  - SIGNAL ANALYSIS,4.0,Letter Graded,MW,9:30 AM-10:45 AM,"Broida Hall, 1610",MADHOW U,Space Closed,Max 100,12252
ECE 130B  - SIGNAL ANALYSIS,4.0,Letter Graded,TR,11:00 AM-12:15 PM,"Buchanan Hall, 1930",CHANDRASEKARA,Space 37,Max 100,12278
ECE 136B  - OPTICS & IMAGING,4.0,Letter Graded,TR,12:30 PM-1:45 PM,"Girvetz Hall, 2123",SMITH S L,Space 8,Max 30,12328
ECE 137A  - CIRCUIT & ELECTR I,4.0,Letter Graded,MW,11:00 AM-12:15 PM,"Psychology Building, 1902",THEOGARAJAN L,Space 9,Max 77,12344
ECE 141A  - INTRO TO NEMS/MEMS,3.0,Letter Graded,TR,3:30 PM-4:45 PM,"ENGR2, 2243",PENNATHUR S,Space Full,Max 3,60046
ECE 144  - ELECTRO FLD & WAVES,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"ILP, 3205",KLAMKIN J,Space 7,Max 30,12385
ECE 145B  - COMM ELECTRONICS II,5.0,Letter Graded,TR,2:00 PM-3:15 PM,"Phelps Hall, 1431",RODWELL M J,Space 17,Max 25,12401
ECE 146A  - DIG COMM FUND,5.0,Letter Graded,MW,11:00 AM-12:15 PM,"ILP, 3205",MOSTOFI Y C,Space 25,Max 30,12435
ECE 147B  - DIGITAL CONTROL,5.0,Letter Graded,MW,3:30 PM-4:45 PM,"ESB, 1003",BYL K A,Space 23,Max 30,12468
ECE 149  - GAME THEORY,4.0,Letter Graded,TR,3:30 PM-4:45 PM,"Phelps Hall, 1440",MARDEN J R,Space 4,Max 30,53694
ECE 152A  - DIGITAL DESIN PRIN.,5.0,Letter Graded,TR,9:30 AM-10:45 AM,"Education Building, 1213",KIM B,Space Full,Max 60,12492
ECE 153B  - SNSR/PERPH INT DSGN,4.0,Letter Graded,MW,11:00 AM-12:15 PM,"North Hall, 1006",ISUKAPALLI Y,Space 17,Max 70,12534
ECE 154B  - ADV COMP ARCH,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"Girvetz Hall, 2129",STRUKOV D B,Space 13,Max 30,12575
ECE 157B  - ART INTEL DES TEST,4.0,Letter Graded,MW,5:00 PM-6:15 PM,"North Hall, 1105",WANG L C,Space 15,Max 45,12591
ECE 162B  - FUND SOLID STATE,4.0,Letter Graded,MW,2:00 PM-3:15 PM,"Phelps Hall, 1417",DENBAARS S P,Space 12,Max 25,12633
ECE 178  - INTRO DIG IMAGE,4.0,Letter Graded,MW,9:30 AM-10:45 AM,"HSSB, 1173",SEN P,Space 29,Max 50,12658
ECE 188B  - SENIOR EE PROJECT,4.0,Letter Graded,MW,12:30 PM-1:45 PM,"Psychology Building, 1902",BEN-YAACOV I,Space 15,Max 75,12732
ECE 189B  - SR CMPTR PRJCT,4.0,Letter Graded,TR,12:30 PM-1:45 PM,"Phelps Hall, 1260",ISUKAPALLI Y,Space 1,Max 60,12757
ECE 192  - PROJ ELECT COMP ENG,4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,12773
ECE 193  - INTERN IN INDUSTRY,1.0-8.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,12781
ECE 194BB - COMPUTER ENGR,4.0,Letter Graded,TR,2:00 PM-3:15 PM,"Girvetz Hall, 2116",QIN YAO,Space 9,Max 25,53900
ECE 194C  - GROUP STUDIES ECE,5.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,GIBSON J D,Space Full,Max 2
ECE 194T  - GP STD: ROBOT CNTRL,1.0-5.0,Letter Graded,MW,11:00 AM-12:15 PM,"Girvetz Hall, 2119",VISELL Y,Space Closed,Max 4,74849
ECE 196  - UNDERGRAD RESEARCH,2.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 30,Max 30,12831
ECE 199  - IND STUD-ECE,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 20,Max 20,12849
ENGR 101  - ETHICS IN ENGR,3.0,Letter Graded,MW,2:00 PM-3:15 PM,"North Hall, 1111",HOUGH K C,MAYES S A,Space Full,Max 42
ENGR 195B  - MULTIDSPLN CAP DES,1.0,Letter Graded,F,1:00 PM-1:50 PM,"HSSB, 1173",SUSKO T G,BEN-YAACOV I,Space 28,Max 70
ENGR 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,19349
ENGL 10  - INTRO TO LIT STUDY,4.0,Letter Graded,MW,12:30 PM-1:45 PM,Embarcadero Hall,RALEY R M,Space Closed,Max 200,18283
ENGL 23  - THE CLIMATE CRISIS,4.0,Optional,TR,9:30 AM-10:45 AM,Campbell Hall,HILTNER K C,JOB M,ANWAR A,ALHALABIEH D
ENGL 23S  - SEM CLIM CRIS,1.0,Optional,R,11:00 AM-11:50 AM,"ILP, 3207",HILTNER K C,Space 15,Max 15,18515
ENGL 50  - INTRO ETHNIC LIT,4.0,Letter Graded,MW,8:00 AM-9:15 AM,Embarcadero Hall,BLAKE F D,Space Closed,Max 200,50609
ENGL 50S  - SEM INTRO ETHNIC,1.0,Letter Graded,M,10:00 AM-10:50 AM,"Girvetz Hall, 1106",BLAKE F D,Space 14,Max 15,50690
ENGL 99  - INTRO TO RESEARCH,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 40,Max 40,18572
ENGL 103LL - LAW&LIT CIVILRIGHTS,4.0,Optional,MW,12:30 PM-1:45 PM,"Girvetz Hall, 1004",DELOMBARD J M,Space Closed,Max 200,50286
ENGL 104LC - LIT &CULT 1900-PRES,4.0,Optional,TR,11:00 AM-12:15 PM,"ILP, 2302",BOSCAGLI M,Space Closed,Max 150,50823
