CH ST 183  - BORDER NARRATIVE,4.0,Letter Graded,TR,11:00 AM-12:15 PM,Remote instruction,HERNANDEZ E D,Space Full,Max 35,52100
CH ST 184A  - CHICANA WRITERS,4.0,Optional,TR,3:30 PM-4:45 PM,Remote instruction,HERNANDEZ E D,Space 1,Max 60,52068
CH ST 189  - IMMIG-US-MEX BORDER,4.0,Optional,TR,3:30 PM-4:45 PM,"Phelps Hall, 2516",GARCIA S,Space Full,Max 60,52027
CH ST 191SD - INDIG LX MG,4.0,Optional,W,11:00 AM-1:50 PM,"Arts Building, 1349",SANCHEZ D,Space 5,Max 35,67363
CH ST 191UI - UCSB-IXIL,4.0,Optional,TR,9:30 AM-10:45 AM,"South Hall, 1623",BATZ G,Space Full,Max 20,67355
CH ST 197HB - HONORS RESEARCH,4.0,Letter Graded,M,4:00 PM-5:15 PM,"South Hall, 1713",RODRIGUEZ VEG,Space 5,Max 10,04382
CH ST 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 15,Max 15,04390
CH ST 199RA - IND RESEARCH ASST,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,04408
CHIN 2  - ELEM MODRN CHINESE,5.0,Optional,MTWRF,10:00 AM-10:50 AM,"HSSB, 1210",CHEN S C,Space Full,Max 20,06304
CHIN 2NH - 1ST YR CHIN HERITAG,4.0,Optional,MTWR,10:00 AM-10:50 AM,"HSSB, 1206",GUAN D,Space 15,Max 20,06338
CHIN 5  - INTERM MODRN CHINES,5.0,Optional,MTWRF,10:00 AM-10:50 AM,"HSSB, 1214",YUAN J,Space 13,Max 20,06353
CHIN 122B  - THIRD-YR CHINESE II,4.0,Optional,MW,12:30 PM-1:45 PM,"Girvetz Hall, 2128",GUAN D,Space Full,Max 20,06437
CHIN 180CM - CHIN MEDIA,4.0,Optional,MW,12:30 PM-1:45 PM,"North Hall, 1111",CHEN S C,Space Full,Max 30,62950
CHIN 183B  - RELIG STATE CHINA,4.0,Letter Graded,TR,3:30 PM-4:45 PM,"Psychology Building, 1902",YANG M,Space 1,Max 37,52423
CHIN 198  - READINGS IN CHINESE,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,06486
CHIN 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,06494
CLASS 40  - GREEK MYTHOLOGY,4.0,Optional,MWF,11:00 AM-11:50 AM,Campbell Hall,SHILO A,Space 18,Max 725,06593
CLASS 50  - INTRO ARCHAEOLOGY,4.0,Optional,TR,12:30 PM-1:45 PM,Remote instruction,GALLUCCI R,Space 1,Max 140,55087
CLASS 55  - TROY,4.0,Optional,TR,9:30 AM-10:45 AM,Remote instruction,GALLUCCI R,Space Full,Max 125,63453
CLASS 99  - INTRO TO RESEARCH,1.0-3.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,GALLUCCI R,Space 30,Max 30
CLASS 101  - GREEK REVOLUTIONS,4.0,Optional,TR,3:30 PM-4:45 PM,"HSSB, 1174",MOODY T W,Space Full,Max 90,56853
CLASS 180B  - INTERFACE CLASS CIV,4.0,Optional,TR,11:00 AM-12:15 PM,"HSSB, 4080",MOODY T W,Space Full,Max 25,55111
CLASS 195A  - HONORS THESIS,4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,06890
CLASS 198  - SPECIAL READINGS,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,06908
CLASS 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 20,Max 20,06916
CLASS 199RA - INDEPEND. RESEARCH,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,06924
COMM 1  - INTRO COMMUNICATION,5.0,Optional,TR,12:30 PM-1:45 PM,"IV Theatre, THEA1",TRUSCELLI N I,Space Closed,Max 371,09175
COMM 87  - STAT ANALY COMM,5.0,Letter Graded,TR,11:00 AM-12:15 PM,"Psychology Building, 1902",WEBER R,Space Full,Max 75,09308
COMM 88  - COMM RESEARCH METH,5.0,Letter Graded,TR,8:00 AM-9:15 AM,"Girvetz Hall, 1004",TRUSCELLI N I,Space Closed,Max 178,09340
COMM 89  - THEORIES OF COMM,5.0,Letter Graded,MW,9:30 AM-10:45 AM,"Girvetz Hall, 1004",MEROLLA A J,Space 1,Max 178,09456
COMM 99RA - INDEP RESEARCH ASST,1.0-5.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 60,Max 60,09522
COMM 106  - SMALL GROUP COMM,4.0,Optional,MW,12:30 PM-1:45 PM,"ILP, 2211",KIM YOUNG JI,HUANG Q,Space Full,Max 79
COMM 108  - CORP SOC RESPONS,4.0,Optional,MW,2:00 PM-3:15 PM,"Arts Building, 1349",NAVICK N,Space Full,Max 50,09555
COMM 111  - NONVERBAL COMM,4.0,Optional,MW,12:30 PM-1:45 PM,"ILP, 1101",MEROLLA A J,MALIK M I,CRAWLEY A,Space Full
COMM 117  - PERSUASION,4.0,Optional,MW,12:30 PM-1:45 PM,"Webb Hall, 1100",NABI R L,MILLER L B,Space Full,Max 80
COMM 118  - SOC/HIST EVOL TECHS,4.0,Optional,MW,9:30 AM-10:45 AM,"BIOEN, 1001",FLANAGIN A J,Space Closed,Max 79,09597
COMM 124  - FAMILY COMM,4.0,Optional,MW,11:00 AM-12:15 PM,"ICA, 1003",AFIFI T D,WILSON V M,Space Full,Max 80
COMM 127  - LEADERSHIP & GENDER,4.0,Optional,TR,11:00 AM-12:15 PM,"Phelps Hall, 1260",HOUSTON R,PLUNKETT M E,Space Full,Max 79
COMM 132  - ELECTR MEDIA POLICY,4.0,Optional,MW,5:00 PM-6:15 PM,"ILP, 1203",LINZ D G,OTMAR C D,MCLEOD C N,Space Full
COMM 137  - GLOBAL COMM,4.0,Optional,TR,12:30 PM-1:45 PM,"South Hall, 1430",FANG C,Space 1,Max 50,09639
COMM 138  - ADVERTISING LIT,4.0,Optional,TR,3:30 PM-4:45 PM,"Phelps Hall, 1260",POTTER W J,WANG MINGHUI,Space 12,Max 79
COMM 139  - COMM AND EMOTION,4.0,Optional,MW,9:30 AM-10:45 AM,"ICA, 1003",NABI R L,PENG Q,Space Full,Max 80
COMM 148  - RISK COMMUNICATION,4.0,Optional,MW,11:00 AM-12:15 PM,"HSSB, 1174",KAM J A,LEE HYOJIN,Space Full,Max 80
COMM 150  - GRP COM MULT CONTXT,4.0,Optional,TR,8:00 AM-9:15 AM,"Webb Hall, 1100",ABRA G J,WHEELER B M,Space 2,Max 80
COMM 160DM - DIGITAL CONSUMER BX,4.0,Optional,TR,12:30 PM-1:45 PM,"Broida Hall, 1640",HAMILTON K A,LIU XINGYU,Space Full,Max 79
COMM 160OH - ONLINE HATE SPEECH,4.0,Optional,W,5:00 PM-7:50 PM,"ILP, 2211",WALTHER J B,ZHANG YIDI,Space 19,Max 79
COMM 160WB - EMOTION & WORK LIFE,4.0,Optional,TR,9:30 AM-10:45 AM,"HSSB, 1174",HOUSTON R,QI L,Space Full,Max 79
COMM 169  - SOCIAL NETWORKS,4.0,Optional,TR,5:00 PM-6:15 PM,"Buchanan Hall, 1930",RICE R E,OVERBYE H E,Space 4,Max 90
COMM 175GW - COMM AND GIG WORK,4.0,Optional,T,2:00 PM-4:20 PM,"SSMS, 1009",STOHL C,Space Full,Max 30,09738
COMM 175PF - SR CAP: POL & FILM,4.0,Optional,T,2:00 PM-4:20 PM,"ILP, 4211",STOHL M S,Space 2,Max 30,56242
COMM 177  - LEGAL CMTY/COURT,4.0,Optional,TR,9:30 AM-10:45 AM,"Webb Hall, 1100",ABRA G J,KUBITZA S M,Space 2,Max 80
COMM 178  - DARK SIDE OF COMM,4.0,Optional,TR,5:00 PM-6:15 PM,"South Hall, 1430",MAZUR A P,Space Full,Max 50,56259
COMM 181A  - SENIOR HONORS THES,4.0,Optional,TR,12:30 PM-1:45 PM,"SSMS, 1009",ABRA G J,Space 8,Max 15,09753
COMM 184  - SOC MED CONTROVERSY,4.0,Optional,Cancel,Cancel,Cancel,Cancel,Space Cancel,Max 79,56275
COMM 185  - COMM TECH & REL,4.0,Optional,MW,3:30 PM-4:45 PM,"ILP, 2211",WALTHER J B,KING J L K,Space 4,Max 80
COMM 188  - NEWS POLITICS DEMOC,4.0,Optional,MW,2:00 PM-3:15 PM,"Ellison Hall, 2617",LANE D S,PETRO G Z,Space Full,Max 79
COMM 191  - COMM INTERNSHIP,4.0,Optional,T,10:00 AM-12:20 PM,"SSMS, 1009",KIM YOUNG JI,Space Closed,Max 30,56291
COMM 194  - GROUP STUDIES ADV,1.0-12.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,AFIFI W A,Space 50,Max 50
COMM 197  - COMM INTERNSHIP,1.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,KIM YOUNG JI,Space 40,Max 50
COMM 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,09795
COMM 199RA - INDEP RESEARCH ASST,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 60,Max 60,09803
C LIT 35  - MAKING OF MOD WORLD,4.0,Optional,TR,11:00 AM-12:15 PM,"Chemistry Building, 1171",BERNARD A,Space 2,Max 50,03244
C LIT 36  - GLOBAL HUMANITIES,4.0,Optional,MW,9:30 AM-10:45 AM,"Chemistry Building, 1171",WEBER E,Space Full,Max 100,03277
C LIT 50B  - TALES OF LOVE,4.0,Optional,TR,2:00 PM-3:15 PM,"Buchanan Hall, 1930",NESCI C,Space Closed,Max 50,61747
C LIT 50C  - TALES OF LOVE,4.0,Optional,TR,9:30 AM-10:45 AM,"ILP, 2302",MOAK D,Space Full,Max 150,61671
C LIT 101  - INTRO LIT CRIT THEO,4.0,Optional,TR,12:30 PM-1:45 PM,"ILP, 3209",ZAZZARINO M,Space Full,Max 30,03368
C LIT 134  - POETICS SECOND LANG,4.0,Optional,MW,11:00 AM-12:15 PM,"ILP, 3207",TURSI G,Space Full,Max 30,61572
C LIT 152  - DH PRACTICE,4.0,Optional,MW,9:30 AM-10:45 AM,"ILP, 3312",OFFERT F,Space 1,Max 15,61531
C LIT 155  - CRITICAL AI,4.0,Optional,MW,12:30 PM-1:45 PM,"ILP, 3107",OFFERT F,Space Full,Max 15,03426
C LIT 170  - INTRO TRANSLATION,4.0,Optional,W,2:00 PM-4:50 PM,"ILP, 4211",TURSI G,Space Full,Max 18,03442
C LIT 179C  - MEDIATECHNOLOGY,4.0,Optional,TR,2:00 PM-3:15 PM,"Harold Frank Hall, 1104",KITTLER W D,Space Full,Max 46,61960
C LIT 181C  - SE EURO LIT,4.0,Optional,TR,3:30 PM-4:45 PM,"ILP, 3107",DELCHEVA M P,Space Closed,Max 15,63719
C LIT 186B  - GENDER IN BASQUE,4.0,Optional,MW,3:30 PM-4:45 PM,"ILP, 3101",MURUAMENDIARA,Space Full,Max 7,03459
C LIT 186JJ - LIT JUVENILE JUSTIC,4.0,Optional,W,1:00 PM-3:50 PM,"Phelps Hall, 6320",BENJAMIN R,Space Full,Max 16,03483
C LIT 193  - TRANSLATION STUDIES,4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,03525
C LIT 194I  - INTERNSHIP,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space Full,Max 0,03533
C LIT 196H  - HONORS RESEARCH,4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,03541
C LIT 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 15,Max 15,03558
C LIT 199RA - IND RSCH ASSIST,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,03566
CMPSC 5A  - INTRO DATA SCI 1,4.0,Letter Graded,TR,3:30 PM-4:45 PM,"Buchanan Hall, 1920",SOLIS S W,Space 12,Max 140,07005
CMPSC 5B  - INTRO DATA SCI 2,4.0,Letter Graded,TR,12:30 PM-1:45 PM,"ILP, 2211",SOLIS S W,Space 54,Max 100,59527
CMPSCW 8  - INTRO TO COMP SCI,4.0,Letter Graded,TR,11:00 AM-12:15 PM,ONLINE,WANG R K,Space Closed,Max 300,08227
CMPSC 9  - INTERMEDIATE PYTHON,4.0,Letter Graded,TR,2:00 PM-3:15 PM,"ILP, 1203",KHARITONOVA Y,Space 7,Max 300,57604
CMPSC 16  - PROBLEM SOLVING I,4.0,Letter Graded,TR,3:30 PM-4:45 PM,"ILP, 1101",BURK K T,Space Closed,Max 150,07062
CMPSC 24  - PROBLEM SOLVING II,4.0,Letter Graded,MW,11:00 AM-12:15 PM,"TD-W, 1701",MIRZA D,Space Full,Max 150,07120
CMPSC 40  - FOUNDATION COMP SCI,5.0,Letter Graded,TR,2:00 PM-3:15 PM,"TD-W, 1701",MAJEDI M,Space Closed,Max 150,07187
CMPSC 64  - COMP ORGANIZATION,4.0,Letter Graded,MW,8:00 AM-9:15 AM,"Buchanan Hall, 1920",MATNI Z A,Space Closed,Max 130,07237
CMPSC 99  - INDEPENDENT STUDIES,1.0-4.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,07286
CMPSC 111  - INT COMPUTAT SCI,4.0,Letter Graded,MW,12:30 PM-1:45 PM,"TD-W, 1701",MATNI Z A,Space Closed,Max 100,07294
CMPSC 130A  - DATA STRUCT ALGOR,4.0,Letter Graded,TR,12:30 PM-1:45 PM,"Phelps Hall, 3526",VIGODA E J,Space Full,Max 80,07336
CMPSC 130B  - DATA STRUCT ALG II,4.0,Letter Graded,TR,5:00 PM-6:15 PM,"LSB, 1001",VIGODA E J,Space Closed,Max 150,07385
CMPSC 140  - PARA SCI COMP,4.0,Letter Graded,MW,9:30 AM-10:45 AM,"Psychology Building, 1902",YANG T,Space Closed,Max 70,07435
CMPSC 148  - COMP SCI PROJECT,4.0,Letter Graded,MW,2:00 PM-3:15 PM,"ILP, 2211",HOLLERER T,Space Closed,Max 100,07476
CMPSC 154  - COMPUTER ARCHITECT,4.0,Letter Graded,MW,11:00 AM-12:15 PM,"Buchanan Hall, 1920",BALKIND J M,Space Full,Max 100,07518
CMPSC 156  - ADV APP PROGRAM,4.0,Letter Graded,TR,5:00 PM-6:15 PM,"ILP, 2211",CHOW S P,Space Closed,Max 96,57802
CMPSC 162  - PROGRAM LANGUAGES,4.0,Letter Graded,MW,5:00 PM-6:15 PM,"Psychology Building, 1924",FENG YU,Space Full,Max 100,07567
CMPSC 165A  - ARTIF INTELLIGENCE,4.0,Letter Graded,TR,12:30 PM-1:45 PM,"Chemistry Building, 1171",BEYELER M,Space Full,Max 100,57885
CMPSC 165B  - MACHINE LEARNING,4.0,Letter Graded,MW,5:00 PM-6:15 PM,"Chemistry Building, 1171",CHANG SHIYU,Space 35,Max 100,07609
CMPSC 170  - OPERATING SYSTEMS,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"Buchanan Hall, 1930",WOLSKI R M,Space 2,Max 100,07658
CMPSC 176A  - COMP COMM NETWORKS,4.0,Letter Graded,TR,2:00 PM-3:15 PM,"Psychology Building, 1924",BELDING E M,Space 1,Max 120,57935
CMPSC 178  - INTRO CRYPTOGRAPHY,4.0,Letter Graded,TR,3:30 PM-4:45 PM,"Chemistry Building, 1171",GUPTA T,Space 20,Max 100,07724
CMPSC 185  - HUM-COMP INTERACT,4.0,Letter Graded,MW,12:30 PM-1:45 PM,"Chemistry Building, 1171",SRA M,Space 4,Max 100,07773
CMPSC 189B  - SR CMPTR PRJCT,4.0,Letter Graded,T,2:00 PM-4:50 PM,"Ellison Hall, 2617",VIGNA G,Space Full,Max 50,07815
CMPSC 190A  - SP TOP: FOUNDATIONS,4.0,Letter Graded,MW,2:00 PM-3:15 PM,"Buchanan Hall, 1930",LOKSHTANOV D,Space Full,Max 100,07831
CMPSC 190DE - SPECIAL TOPICS,4.0,Letter Graded,MW,2:00 PM-3:15 PM,"North Hall, 1105",BARACALDO LAN,Space 8,Max 10,67728
CMPSC 190I  - INTELL & INTERACT,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"Psychology Building, 1924",YAN L,Space 33,Max 100,59410
CMPSC 192  - PROJECTS COMP SCI,1.0-5.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,07971
CMPSC 193  - INTERN IN INDUSTRY,1.0-4.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 1,Max 1,07989
CMPSC 196  - UNDERGRAD RESEARCH,2.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,07997
CMPSC 196B  - ADV UGRAD RESEARCH,2.0-4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 5,Max 5,08003
CMPSC 199  - IND STUD COMP SCI,1.0-5.0,Pass/No Pass,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,08011
CMPTGCS 1B  - COMPUTER PROG & ORG,1.0-6.0,Pass/No Pass,MW,8:00 AM-9:15 AM,"Buchanan Hall, 1920",MATNI Z A,Space Full,Max 12,08375
CMPTGCS 1L  - PROGRAMMING LAB,1.0-4.0,Pass/No Pass,TR,2:00 PM-3:15 PM,"Creative Studies, 143",CONRAD P T,Space Full,Max 8,08383
CMPTGCS 2  - FOUNDATIONS CMP SCI,1.0-6.0,Pass/No Pass,TR,9:30 AM-10:45 AM,"ILP, 3314",MIRZA D,Space 2,Max 12,08391
CMPTGCS 10  - COMP SCI COLLOQUIUM,1.0-6.0,Pass/No Pass,W,6:00 PM-8:20 PM,"Creative Studies, 143",KARAORMAN M,Space 10,Max 15,50732
CMPTGCS 20  - SPEC TOPICS CMPSC,1.0-6.0,Pass/No Pass,MW,12:30 PM-1:45 PM,"Creative Studies, 143",WANG R K,Space 2,Max 10,08409
CNCSP 97  - SPCL TPC APP PSYCH,2.0-4.0,Optional,W,2:00 PM-3:50 PM,"Education Building, 1217",JIMERSON S R,Space 9,Max 10,08417
CNCSP 99  - INDPDNT STUDY,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,08425
CNCSP 99RA - IDPNDNT RSRCH ASST,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,08433
CNCSP 101  - INTRO HELP SKILLS,4.0,Optional,MW,3:30 PM-4:45 PM,"ILP, 2101",JANES L,Space Full,Max 120,08441
CNCSP 102  - RESEARCH APP PSYCH,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"ILP, 2101",QUIRK M P,Space Full,Max 160,08573
CNCSP 112  - POSITIVE PSYCH,4.0,Optional,MW,9:30 AM-10:45 AM,Embarcadero Hall,ZETZER H A,Space Full,Max 160,08649
CNCSP 132  - SPAN HLPNG PROFSION,4.0,Optional,TR,2:00 PM-3:15 PM,"Education Building, 1215",CONSOLI A J,Space Full,Max 20,61333
CNCSP 197  - TOPICS APP PSY,2.0-4.0,Optional,W,2:00 PM-3:50 PM,"Education Building, 1217",JIMERSON S R,Space 9,Max 55,08730
CNCSP 199  - INDEPEN STUDENTS,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,08771
CNCSP 199RA - INDEP RES ASST,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 20,Max 20,08789
DANCE 42E  - CONTINUING BALLET,2.0,Optional,TR,9:30 AM-10:45 AM,"TD-W, 1501",MOSELEY D,Space 7,Max 25,09910
DANCE 45  - HIST & APPREC DANCE,4.0,Optional,MWF,11:00 AM-11:50 AM,"IV Theatre, THEA1",FRIEDMAN J A,Space 13,Max 510,09936
DANCE 46  - SOCIAL DANCE SURVEY,2.0,Letter Graded,TR,2:00 PM-3:15 PM,"TD-W, 1502",OCAMPO C,Space 3,Max 25,52241
DANCE 47B  - BALLET I,2.0-4.0,Optional,MWF,9:30 AM-10:45 AM,"HSSB, 1151",MEUNIER M M,Space Closed,Max 15,09944
DANCE 47E  - BALLET II,2.0-4.0,Optional,MWF,9:30 AM-10:45 AM,"HSSB, 1151",MEUNIER M M,Space Closed,Max 15,09951
DANCE 50  - FUND CHOREOGRAPHY,3.0,Optional,TR,11:00 AM-12:50 PM,"HSSB, 1135",WHITED B S,Space 15,Max 30,09969
DANCE 56B  - MODERN DANCE I,2.0-4.0,Optional,MWF,12:30 PM-1:45 PM,"HSSB, 1135",SANCHEZ C A,Space 3,Max 35,09977
DANCE 56E  - MODERN DANCE II,2.0-4.0,Optional,MWF,12:30 PM-1:45 PM,"HSSB, 1135",SANCHEZ C A,Space 3,Max 15,09985
DANCE 82AR - AERIAL PHYSICAL,2.0,Optional,TR,1:00 PM-2:50 PM,"HSSB, 1135",MCCARTHY C R,Space Closed,Max 10,62869
DANCE 82BX - BALLET PHYSICAL,2.0,Optional,TR,1:00 PM-2:50 PM,"TD-W, 1501",HUSTON V G,Space 2,Max 25,09993
DANCE 82C  - PILATES,2.0,Optional,TR,9:00 AM-10:50 AM,"TD-W, 1502",LYONS M M,Space 5,Max 20,79848
DANCE 82FL - FLAMENCO,2.0,Optional,TR,11:00 AM-12:50 PM,"TD-W, 1501",OCAMPO C,Space 3,Max 25,62844
DANCE 82MX - MODERN PHYSICAL,2.0,Optional,TR,9:00 AM-10:50 AM,"HSSB, 1135",SANCHEZ C A,Space 6,Max 25,10009
DANCE 94  - GROUP STUDIES-DANCE,1.0-4.0,Optional,MWF,11:00 AM-11:50 AM,"HSSB, 1151",MEUNIER M M,Space Closed,Max 20,10017
DANCE 99  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 50,Max 50,10025
DANCE 145W  - DANCE AS PROTEST,4.0,Optional,M,5:00 PM-7:50 PM,"TD-W, 2517",BENNAHUM D,Space Full,Max 20,10041
DANCE 147B  - BALLET III,2.0-4.0,Optional,MWF,9:30 AM-10:45 AM,"HSSB, 1135",MOSELEY D,Space Full,Max 20,10058
DANCE 147E  - BALLET IV,2.0-4.0,Optional,MWF,11:00 AM-12:15 PM,"TD-W, 1501",HUSTON V G,Space 15,Max 25,10074
DANCE 149  - DANCE WORKSHOP,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 100,Max 100,10082
DANCE 151B  - CHOREOGRAPHY,3.0,Optional,TR,1:00 PM-2:50 PM,"HSSB, 1151",TING J,Space 14,Max 25,10090
DANCE 156B  - MODERN DANCE III,2.0-4.0,Optional,MWF,11:00 AM-12:15 PM,"HSSB, 1135",LYONS M M,Space 17,Max 25,10108
DANCE 156E  - MODERN DANCE IV,2.0-4.0,Optional,MWF,12:30 PM-1:45 PM,"HSSB, 1151",TING J,Space 5,Max 25,10124
DANCE 163  - ADV IMPROV,2.0,Optional,TR,9:00 AM-10:50 AM,"HSSB, 1151",SMILEY B T,Space 18,Max 25,68510
DANCE 167A  - SOLO EXPLORATION,2.0,Letter Graded,F,5:00 PM-7:50 PM,"HSSB, 1151",MCCARTHY C R,Space 11,Max 25,10132
DANCE 182AR - INTERMEDIATE AERIAL,2.0,Letter Graded,TR,1:00 PM-2:50 PM,"HSSB, 1135",MCCARTHY C R,Space Closed,Max 10,62877
DANCE 182BX - BALLET PHYSICAL,2.0,Letter Graded,TR,1:00 PM-2:50 PM,"TD-W, 1501",HUSTON V G,Space 11,Max 15,10140
DANCE 182C  - PILATES,2.0,Letter Graded,TR,9:00 AM-10:50 AM,"TD-W, 1502",LYONS M M,Space 14,Max 15,79855
DANCE 182FL - FLAMENCO,2.0,Letter Graded,TR,11:00 AM-12:50 PM,"TD-W, 1501",OCAMPO C,Space 7,Max 15,62851
DANCE 186  - DANCE PRODUCTION,1.0-4.0,Optional,R,5:00 PM-6:15 PM,"Girvetz Hall, 1106",MCCARTHY C R,Space 4,Max 10,10165
DANCE 190  - UCSB DANCE COMPANY,2.0-4.0,Optional,MWF,3:00 PM-4:50 PM,"HSSB, 1135",MOSELEY D,Space 15,Max 30,10173
DANCE 191  - SENIOR PROJECT,3.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,10181
DANCE 193H  - SR HONORS PROJECT,4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,10199
DANCE 193HB - SR HONORS PROJECT,2.0-4.0,Letter Graded,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 7,Max 7,10207
DANCE 194  - GROUP STUD IN DANCE,1.0-4.0,Optional,TR,3:00 PM-4:50 PM,"HSSB, 1135",MOSELEY D,Space 9,Max 25,10215
DANCE 195  - SBDT MENTOR PROGRAM,2.0,Letter Graded,MTWRF,11:00 AM-1:50 PM,"TD-W, 1502",WHITED B S,Space 5,Max 5,10249
DANCE 199  - INDEPENDENT STUDIES,1.0-5.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,10256
EARTH 2  - PHYSICAL GEOLOGY,4.0,Optional,MWF,9:00 AM-9:50 AM,"ILP, 1302",WYSS A R,Space 48,Max 200,10728
EARTH 4  - INTRO OCEANOGRAPHY,4.0,Optional,TR,11:00 AM-12:15 PM,"Chemistry Building, 1179",WROBEL A J,Space 3,Max 297,10793
EARTH 7  - DINOSAURS,4.0,Optional,TR,9:30 AM-10:45 AM,"Buchanan Hall, 1910",MOORE J,Space 2,Max 297,10918
EARTH 10  - ANTARCTICA,4.0,Optional,TR,3:30 PM-4:45 PM,"Chemistry Building, 1179",ANDERSON O E,Space 7,Max 243,11072
EARTH 20  - GEOL CATASTROPHES,4.0,Optional,MW,12:30 PM-1:45 PM,"ILP, 1203",LI G,Space 5,Max 297,11171
EARTH 98  - READINGS GEOL SCI,1.0-3.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 10,Max 10,11288
EARTH 99  - INDEPENDENT STUDIES,1.0-4.0,Optional,T.B.A.,T.B.A.,T.B.A.,T.B.A.,Space 25,Max 25,11296
EARTH 103  - STRUCTURAL GEOLOGY,5.0,Letter Graded,MW,12:30 PM-1:45 PM,"PSB-S, 2711",WROBEL A J,Space 7,Max 30,11304
EARTH 105  - EARTH'S CLIMATE,4.0,Optional,TR,11:00 AM-12:15 PM,"HSSB, 1174",LEA D W,Space Full,Max 81,58636
EARTH 115  - ANALYTICAL METHODS,4.0,Optional,M,9:00 AM-12:00 PM,"PSB-S, 2711",RIOUX M E,Space Full,Max 23,11346
EARTH 121  - PRIN OF EVOLUTION,4.0,Letter Graded,TR,9:30 AM-10:45 AM,"Harold Frank Hall, 1104",TURNER T L,Space Full,Max 15,11361
EARTH 124IG - INTRO GEOCHEM,4.0,Optional,TR,9:30 AM-10:45 AM,"Webb Hall, 1025",RUDNICK R L,Space 12,Max 25,58693
EARTH 131  - GEOPHY TIME ANALYS,5.0,Optional,MW,12:30 PM-1:45 PM,"ILP, 3105",MATOZA R S,Space 9,Max 25,58735
EARTH 134  - GEOL DATA ANALYSIS,4.0,Letter Graded,MW,3:30 PM-4:45 PM,"PSB-S, 2712",TANIMOTO T,Space 7,Max 50,11460
EARTH 158  - ADVANCED STRUCTURE,5.0,Letter Graded,MW,2:00 PM-3:15 PM,"PSB-S, 2711",GANS P B,Space 13,Max 20,58800
